frame_name,person_id,keypoint_id,x,y,confidence
frame_000000.jpg,0,0,316.64568583170575,55.5000057220459,0.9431019425392151
frame_000000.jpg,0,1,321.35682169596356,50.788870096206665,0.9779213070869446
frame_000000.jpg,0,2,315.8604965209961,51.57405936717987,0.9562758207321167
frame_000000.jpg,0,3,337.06060791015625,53.92962718009949,0.9450677633285522
frame_000000.jpg,0,4,320.5716323852539,56.285194993019104,0.7248134613037109
frame_000000.jpg,0,5,360.6162872314453,80.62606239318848,0.93519526720047
frame_000000.jpg,0,6,319.78644307454425,83.7668194770813,0.9429483413696289
frame_000000.jpg,0,7,370.03855895996094,120.67071521282196,0.9606314897537231
frame_000000.jpg,0,8,316.64568583170575,119.10033667087555,0.8873457908630371
frame_000000.jpg,0,9,335.49022928873694,117.52995812892914,0.7611367702484131
frame_000000.jpg,0,10,293.8751958211263,124.59666156768799,0.8620331287384033
frame_000000.jpg,0,11,349.6236368815104,158.35980021953583,0.7587411403656006
frame_000000.jpg,0,12,325.2827682495117,157.57461094856262,0.7652700543403625
frame_000000.jpg,0,13,323.71238962809247,205.47115647792816,0.6555373668670654
frame_000000.jpg,0,14,306.43822479248047,207.04153501987457,0.6771280765533447
frame_000000.jpg,0,15,337.06060791015625,193.69331741333008,0.4687980115413666
frame_000000.jpg,0,16,337.06060791015625,261.21959471702576,0.4680662453174591
frame_000001.jpg,0,0,314.68877601623535,56.37305736541748,0.9483996629714966
frame_000001.jpg,0,1,320.05246241887414,51.775611996650696,0.9509423971176147
frame_000001.jpg,0,2,313.92253510157263,52.54185289144516,0.9609524011611938
frame_000001.jpg,0,3,336.14352162679035,54.84057557582855,0.9430341720581055
frame_000001.jpg,0,4,316.9874987602234,57.139298260211945,0.752160906791687
frame_000001.jpg,0,5,358.36450815200806,80.89276599884033,0.9326800107955933
frame_000001.jpg,0,6,319.2862215042114,84.72397047281265,0.9151504039764404
frame_000001.jpg,0,7,359.89698998133343,121.50353342294693,0.9557048082351685
frame_000001.jpg,0,8,316.9874987602234,116.13984715938568,0.8653836250305176
frame_000001.jpg,0,9,329.24735339482623,115.37360626459122,0.758749783039093
frame_000001.jpg,0,10,296.29899406433105,125.33473789691925,0.8572297096252441
frame_000001.jpg,0,11,349.93585809071857,158.2830963730812,0.7563596963882446
frame_000001.jpg,0,12,325.4161488215129,158.2830963730812,0.7556123733520508
frame_000001.jpg,0,13,331.54607613881427,205.79003185033798,0.6270358562469482
frame_000001.jpg,0,14,301.66268046696985,203.4913091659546,0.5771453976631165
frame_000001.jpg,0,15,346.1046535174052,191.23145484924316,0.5608874559402466
frame_000001.jpg,0,16,343.03968985875446,183.56904590129852,0.5079231858253479
frame_000002.jpg,0,0,313.9162244796753,52.92941665649414,0.9686049222946167
frame_000002.jpg,0,1,318.472608089447,48.37303304672241,0.9366624355316162
frame_000002.jpg,0,2,313.15682721138,49.1324303150177,1.00533926486969
frame_000002.jpg,0,3,335.17934799194336,50.651224851608276,0.9531060457229614
frame_000002.jpg,0,4,316.95381355285645,53.68881392478943,0.7849818468093872
frame_000002.jpg,0,5,356.4424715042114,77.23012924194336,0.9231587648391724
frame_000002.jpg,0,6,320.7507998943329,82.54591012001038,0.8735710382461548
frame_000002.jpg,0,7,351.1266906261444,117.47818446159363,0.9043956398963928
frame_000002.jpg,0,8,315.43501901626587,112.16240358352661,0.8380749225616455
frame_000002.jpg,0,9,316.19441628456116,104.56843090057373,0.7796579003334045
frame_000002.jpg,0,10,297.96888184547424,123.55336260795593,0.8132627606391907
frame_000002.jpg,0,11,348.84849882125854,153.92925333976746,0.7840961217880249
frame_000002.jpg,0,12,325.3071835041046,152.41045880317688,0.7739152908325195
frame_000002.jpg,0,13,337.4575397968292,210.88404846191406,0.7737510204315186
frame_000002.jpg,0,14,298.72827911376953,190.38032221794128,0.6345974206924438
frame_000002.jpg,0,15,350.3672933578491,260.2448709011078,0.8891031742095947
frame_000002.jpg,0,16,343.5327179431915,191.89911675453186,0.548695981502533
frame_000003.jpg,0,0,314.04377015431726,46.34279143810272,0.9781026840209961
frame_000003.jpg,0,1,318.7458403905233,41.64072096347809,0.961814284324646
frame_000003.jpg,0,2,313.2600917816162,41.64072096347809,1.010851263999939
frame_000003.jpg,0,3,334.41940784454346,43.208077788352966,0.9919283390045166
frame_000003.jpg,0,4,315.61112689971924,46.34279143810272,0.7970572710037231
frame_000003.jpg,0,5,354.7950455347697,70.63682222366333,0.9311946630477905
frame_000003.jpg,0,6,320.3131971359253,75.33889269828796,0.8928865194320679
frame_000003.jpg,0,7,346.1745834350586,108.2533860206604,0.9088707566261292
frame_000003.jpg,0,8,320.3131971359253,105.90235078334808,0.8179032802581787
frame_000003.jpg,0,9,312.47641340891516,94.1471745967865,0.8567970991134644
frame_000003.jpg,0,10,302.2885945638021,117.65752696990967,0.7859454154968262
frame_000003.jpg,0,11,349.3092969258626,147.43730664253235,0.8064143657684326
frame_000003.jpg,0,12,325.7989457448324,145.86994981765747,0.791212797164917
frame_000003.jpg,0,13,346.1745834350586,207.78054440021515,0.8412889242172241
frame_000003.jpg,0,14,299.9375594456991,188.18858408927917,0.7068955898284912
frame_000003.jpg,0,15,357.14608065287274,257.93596279621124,0.9159154295921326
frame_000003.jpg,0,16,338.3377997080485,188.9722625017166,0.585605800151825
frame_000004.jpg,0,0,313.0940462748209,38.57585418224335,0.9609428644180298
frame_000004.jpg,0,1,318.34838104248047,34.07213842868805,0.917070209980011
frame_000004.jpg,0,2,313.0940462748209,34.07213842868805,0.9946963787078857
frame_000004.jpg,0,3,334.111385345459,37.074615597724915,1.0383021831512451
frame_000004.jpg,0,4,316.84714253743493,40.07709276676178,0.7135928869247437
frame_000004.jpg,0,5,353.62748591105145,64.84752941131592,0.9040453433990479
frame_000004.jpg,0,6,322.8520965576172,69.35124516487122,0.8749960660934448
frame_000004.jpg,0,7,340.86695861816406,102.37849402427673,0.9224915504455566
frame_000004.jpg,0,8,325.10395431518555,100.8772554397583,0.7863883376121521
frame_000004.jpg,0,9,308.5903307596842,85.86486959457397,0.9084125757217407
frame_000004.jpg,0,10,308.5903307596842,110.63530623912811,0.7267507314682007
frame_000004.jpg,0,11,350.62500890096027,142.9119358062744,0.800002932548523
frame_000004.jpg,0,12,326.6051928202311,142.1613165140152,0.7865439653396606
frame_000004.jpg,0,13,352.8768666585286,202.2108598947525,0.862112283706665
frame_000004.jpg,0,14,301.0841382344564,181.94413900375366,0.7724777460098267
